      1 https://creativecommons.org/licenses/by-nc-nd/3.0/es/
      1 https://creativecommons.org/licenses/by-nc-sa/3.0/es/
      1 https://creativecommons.org/licenses/by-nd/4.0/
      1 https://opendatacommons.org/licenses/by/1-0
      1 https://opensource.org/license/mit/
      1 https://spdx.org/licenses/BSD-2-Clause.html
      1 https://www.gnu.org/licenses/agpl-3.0-standalone.html
      1 https://www.gnu.org/licenses/gpl-3.0.en.html
      2 https://opendatacommons.org/licenses/odbl/1-0
      2 https://www.govdata.de/dl-de/by-2-0
      3 https://creativecommons.org/licenses/by-nc/4.0/deed.es_ES
      3 https://creativecommons.org/licenses/by-sa/3.0/
      3 https://opendatacommons.org/licenses/odbl/1-0/
      3 https://opensource.org/licenses/MIT
      3 https://www.gnu.org/licenses/agpl-3.0.en.html
      4 https://creativecommons.org/licenses/by/3.0/es/
      4 https://www.gnu.org/licenses/lgpl-3.0-standalone.html
      4 https://www.kuleuven.be/rdm/en/rdr/custom-kuleuven
      5 https://creativecommons.org/licenses/by-nc-nd/4.0
      6 https://www.apache.org/licenses/LICENSE-2.0
      7 https://opendatacommons.org/licenses/by/1-0/
      9 https://spdx.org/licenses/BSD-3-Clause.html
     17 https://www.etalab.gouv.fr/wp-content/uploads/2018/11/open-licence.pdf
     19 https://creativecommons.org/licenses/by-nc-sa/4.0/
     19 https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf
     21 https://spdx.org/licenses/MIT.html
     23 https://qdr.syr.edu/policies/qdr-restricted-access-conditions
     23 https://www.gnu.org/licenses/gpl-3.0-standalone.html
     25 https://creativecommons.org/licenses/by-nc-nd/4.0/
     33 https://creativecommons.org/licenses/by-sa/4.0/
     43 https://creativecommons.org/licenses/by-nc-sa/4.0
     46 https://creativecommons.org/licenses/by-nc/4.0/
    139 https://qdr.syr.edu/policies/qdr-standard-access-conditions
    220 http://creativecommons.org/licenses/by-nc-nd/4.0
    286 https://www.statcan.gc.ca/en/reference/licence
    341 https://typeregistry.org/#objects/11314.3/DANS_MA_KI
    388 https://creativecommons.org/licenses/by/4.0/
    391 https://creativecommons.org/licenses/by-sa/4.0/deed.es_ES
   1155 https://typeregistry.org/#objects/11314.3/DANS_MA_KA
   1645 http://creativecommons.org/licenses/by-nd/4.0
   1671 http://creativecommons.org/licenses/by-nc/4.0
   1826 https://spdx.org/licenses/etalab-2.0.html
   2631 http://creativecommons.org/licenses/by-sa/4.0
   7180 https://doi.org/10.17026/fp39-0x58
  44884 http://creativecommons.org/licenses/by/4.0
  59931 http://creativecommons.org/publicdomain/zero/1.0
  83804 http://creativecommons.org/licenses/by-nc-sa/4.0
